,word_count2,char_count1,char_count2,avg_word1,avg_word2,stopwords_sen1,numerics_1,numerics_2,word_count1,jacard,cosin_sim,sent1_nouns,sent2_nouns,sentiment_sent1,sentiment_sent2,Verb_sent1,verb_sent2,neg_sent1_review,neg_sent2_review
30,14,46,90,3.7,5.5,4,0,0,10,0.23529411764705882,0.3849001794597505,2,1,-0.1875,0.0,1,3,5,8
31,13,46,74,3.7,4.769230769230769,4,0,0,10,0.23529411764705882,0.3849001794597505,2,1,-0.1875,0.0,1,2,5,6
32,15,45,87,3.6,4.866666666666666,4,0,0,10,0.2222222222222222,0.3698001308168194,2,1,0.1,0.0,1,4,4,9
33,10,87,46,4.866666666666666,3.7,8,0,0,15,0.2777777777777778,0.43852900965351466,1,3,0.0,-0.1875,4,1,9,5
34,9,87,43,4.866666666666666,3.888888888888889,8,0,0,15,0.16666666666666666,0.294174202707276,1,3,0.0,-0.1875,4,0,9,6
35,8,34,36,3.375,3.625,3,0,0,8,0.6,0.7499999999999999,3,2,0.0,0.0,1,1,4,4
36,8,36,34,3.625,3.375,4,0,0,8,0.6,0.7499999999999999,2,3,0.0,0.0,1,1,5,4
37,8,35,33,3.5,3.25,3,0,0,8,0.6666666666666666,0.801783725737273,3,2,-0.1,0.35,0,1,4,4
38,8,35,37,3.5,3.75,3,0,0,8,0.25,0.40089186286863654,3,4,-0.1,-0.1,0,0,4,4
39,8,34,33,3.375,3.25,3,0,0,8,0.25,0.40089186286863654,3,2,0.0,0.35,1,1,4,4
40,8,37,34,3.75,3.375,3,0,0,8,0.25,0.40089186286863654,4,3,-0.1,0.0,0,1,4,4
41,8,34,35,3.375,3.5,3,0,0,8,0.23076923076923078,0.3749999999999999,3,3,0.0,-0.1,1,0,4,4
42,8,41,45,4.25,4.75,4,0,0,8,0.7777777777777778,0.8749999999999999,3,3,0.0,0.0,0,0,3,3
43,8,44,45,4.625,4.75,4,0,0,8,0.7777777777777778,0.8749999999999999,2,3,0.0,0.0,0,0,3,3
44,8,56,51,4.7,5.5,5,0,0,10,0.6363636363636364,0.7826237921249264,2,1,0.0,0.0,1,1,5,3
45,7,58,33,3.5384615384615383,3.857142857142857,7,0,0,13,0.46153846153846156,0.6546536707079772,3,2,0.0,0.0,2,1,10,5
46,7,41,33,5.0,3.857142857142857,2,0,0,7,0.0,0.0,2,2,0.0,0.0,1,1,5,5
47,7,42,33,4.375,3.857142857142857,3,0,0,8,0.07142857142857142,0.13363062095621217,3,2,-0.4,0.0,1,1,4,5
48,8,33,43,3.857142857142857,4.5,3,0,0,7,0.07142857142857142,0.13363062095621217,2,3,0.0,0.0,1,1,5,4
49,10,51,51,4.2,4.2,4,0,0,10,0.5384615384615384,0.7,2,3,0.0,0.0,1,1,4,5
50,14,59,68,4.0,3.9285714285714284,4,0,0,12,0.7142857142857143,0.836242010007091,3,3,0.0,0.0,1,1,5,6
51,10,68,51,3.9285714285714284,4.2,6,0,0,14,0.2777777777777778,0.43852900965351466,3,3,0.0,0.0,1,1,6,5
52,12,42,59,4.375,4.0,3,0,0,8,0.26666666666666666,0.42640143271122083,2,3,0.0,0.0,1,1,4,5
53,12,51,59,4.2,4.0,4,0,0,10,0.10526315789473684,0.19069251784911848,2,3,0.0,0.0,1,1,4,5
54,7,32,27,3.125,3.0,3,0,0,8,0.75,0.8660254037844387,3,2,0.1,0.0,0,1,5,5
55,7,27,27,3.0,3.0,3,0,0,7,0.7142857142857143,0.8333333333333336,2,2,0.0,0.0,1,1,5,5
56,12,53,51,3.5,3.3333333333333335,6,0,0,12,0.5833333333333334,0.7378647873726218,2,2,0.0,0.0,2,2,8,8
57,12,43,53,3.888888888888889,3.5,3,0,0,9,0.8,0.8944271909999159,2,2,0.0,0.0,2,2,5,8
58,7,43,27,3.888888888888889,3.0,3,0,0,9,0.2727272727272727,0.4330127018922194,2,2,0.0,0.0,2,1,5,5
59,12,27,53,3.0,3.5,3,0,0,7,0.23076923076923078,0.3872983346207417,2,2,0.0,0.0,1,2,5,8
60,11,59,51,3.6153846153846154,3.727272727272727,7,0,0,13,0.5714285714285714,0.7302967433402215,4,3,0.0,0.0,0,1,7,6
61,10,51,43,3.727272727272727,3.4,5,0,0,11,0.5833333333333334,0.7378647873726218,3,2,0.0,0.0,1,1,6,6
62,11,59,70,3.6153846153846154,5.454545454545454,7,0,0,13,0.15,0.2611164839335468,4,4,0.0,0.0,0,2,7,5
63,11,51,70,3.727272727272727,5.454545454545454,5,0,0,11,0.10526315789473684,0.19069251784911848,3,4,0.0,0.0,1,2,6,5
64,7,30,35,3.4285714285714284,4.142857142857143,3,0,0,7,0.625,0.7715167498104596,3,3,0.0,0.0,0,0,4,3
65,12,63,64,4.333333333333333,4.416666666666667,6,0,0,12,0.8461538461538461,0.916666666666667,0,1,0.5,0.25,3,2,6,6
66,8,50,43,4.666666666666667,4.5,4,0,0,9,0.4166666666666667,0.5892556509887895,1,2,0.15,0.3,0,0,5,4
67,8,64,43,4.416666666666667,4.5,6,0,0,12,0.05263157894736842,0.10206207261596575,1,2,0.25,0.3,2,0,6,4
68,9,69,50,4.833333333333333,4.666666666666667,6,0,0,12,0.23529411764705882,0.3849001794597505,1,1,0.0,0.15,1,0,6,5
69,12,59,59,4.0,4.0,5,0,0,12,0.8,0.8888888888888891,2,2,-0.1875,-0.19375,2,2,7,7
70,12,29,59,4.0,4.0,2,0,0,6,0.2727272727272727,0.44721359549995787,2,2,0.0,-0.19375,1,2,3,7
71,12,29,59,4.0,4.0,2,0,0,6,0.2727272727272727,0.44721359549995787,2,2,-0.2,-0.1875,1,2,3,7
72,14,71,82,4.538461538461538,4.928571428571429,3,0,0,13,0.42105263157894735,0.592999453328881,2,3,0.0,0.13333333333333333,1,0,5,5
73,11,55,71,4.090909090909091,5.545454545454546,4,0,0,11,0.16666666666666666,0.2860387767736777,3,3,0.10714285714285714,0.2,0,0,5,4
74,11,71,55,4.538461538461538,4.090909090909091,3,0,0,13,0.35294117647058826,0.5262348115842176,2,3,0.0,0.10714285714285714,1,0,5,5
75,12,82,57,4.928571428571429,3.8333333333333335,5,0,0,14,0.19047619047619047,0.3223291856101521,3,3,0.13333333333333333,-0.25,0,1,5,7
76,12,67,62,4.230769230769231,4.25,6,0,0,13,0.8333333333333334,0.9090909090909093,3,3,0.0,0.0,0,1,7,7
77,14,53,70,3.909090909090909,4.071428571428571,7,0,0,11,0.6666666666666666,0.8040302522073697,3,3,0.0,-0.08333333333333333,1,1,7,9
78,9,64,52,5.5,4.888888888888889,3,0,0,10,0.875,0.9354143466934851,2,2,-0.6,0.0,1,1,4,4
79,9,59,52,5.0,4.888888888888889,4,0,0,10,0.7777777777777778,0.8819171036881966,2,2,0.0,0.0,1,1,5,4
80,14,73,74,3.933333333333333,4.357142857142857,6,0,0,15,0.7857142857142857,0.8807048459279794,4,4,-0.051851851851851864,-0.051851851851851864,1,1,7,7
81,9,77,52,4.571428571428571,4.888888888888889,5,0,0,14,0.1875,0.3273268353539886,4,2,0.05,0.0,1,1,6,4
82,13,30,60,3.4285714285714284,3.6923076923076925,3,0,0,7,0.125,0.2279211529192759,1,3,0.0,0.6,1,2,5,8
83,8,30,34,3.4285714285714284,3.375,3,0,0,7,0.07142857142857142,0.13363062095621217,1,2,0.0,0.0,1,1,5,5
84,12,30,56,3.4285714285714284,3.75,3,0,0,7,0.125,0.2279211529192759,1,2,0.0,0.16,1,2,5,6
85,10,26,53,3.5,4.4,2,0,0,6,0.25,0.408248290463863,1,3,0.0,0.4,0,1,3,5
86,9,26,52,3.5,4.888888888888889,2,0,0,6,0.2727272727272727,0.4330127018922194,1,4,0.0,0.0,0,1,3,3
87,11,46,57,4.222222222222222,4.2727272727272725,3,0,0,9,0.2,0.33541019662496846,1,4,0.0,0.4,1,1,4,5
88,7,57,33,4.2727272727272725,3.857142857142857,4,0,0,11,0.3076923076923077,0.47809144373375745,4,1,0.4,0.0,1,0,5,4
89,11,49,56,4.0,4.181818181818182,4,0,0,10,0.75,0.8581163303210333,2,2,0.0,0.0,2,2,4,5
90,10,49,50,4.0,4.1,4,0,0,10,0.8181818181818182,0.8999999999999999,2,2,0.0,0.0,2,2,4,4
91,11,48,57,4.444444444444445,4.2727272727272725,4,0,0,9,0.17647058823529413,0.30151134457776363,3,2,0.0,-0.16666666666666666,1,2,6,4
92,10,58,49,4.9,4.0,4,0,0,10,0.17647058823529413,0.30000000000000004,2,2,0.0,0.0,2,2,6,4
93,10,41,49,5.0,4.0,3,0,0,7,0.13333333333333333,0.23904572186687872,1,2,0.0,0.0,2,2,5,4
94,7,46,40,3.7,4.857142857142857,4,0,0,10,0.5454545454545454,0.7171371656006361,2,2,0.0,0.0,1,1,6,3
95,7,40,38,4.857142857142857,4.571428571428571,2,0,0,7,0.75,0.8571428571428569,2,2,0.0,0.0,1,1,3,3
96,7,53,40,5.0,4.857142857142857,3,0,0,9,0.36363636363636365,0.5345224838248487,3,2,-0.16666666666666666,0.0,1,1,4,3
97,9,46,50,3.7,4.666666666666667,4,0,0,10,0.26666666666666666,0.4216370213557839,2,3,0.0,-0.16666666666666666,1,1,6,4
98,10,48,48,3.4545454545454546,3.9,6,0,0,11,0.6666666666666666,0.7999999999999999,3,3,0.5,0.5,0,1,7,6
99,17,78,78,3.9375,3.6470588235294117,8,0,0,16,0.8125,0.8970852271450604,4,4,0.03666666666666667,0.03666666666666667,1,1,8,9
100,17,48,85,3.4545454545454546,4.0588235294117645,6,0,0,11,0.19047619047619047,0.3265986323710904,3,3,0.5,-0.11333333333333333,0,2,7,8
101,16,48,78,3.4545454545454546,3.9375,6,0,0,11,0.13636363636363635,0.2449489742783178,3,4,0.5,0.03666666666666667,0,1,7,8
102,14,78,61,3.6470588235294117,3.4285714285714284,9,0,0,17,0.18181818181818182,0.3086066999241839,4,3,0.03666666666666667,0.5,1,0,9,8
103,17,48,78,3.9,3.6470588235294117,5,0,0,10,0.09090909090909091,0.16903085094570333,3,4,0.5,0.03666666666666667,1,1,6,9
104,11,54,49,3.5833333333333335,3.5454545454545454,5,0,0,12,0.9090909090909091,0.9534625892455926,3,3,0.065,0.05,0,0,5,4
105,12,49,53,3.5454545454545454,3.5,4,0,0,11,0.75,0.8581163303210333,3,3,0.05,0.05,0,0,4,5
106,11,59,49,4.0,3.5454545454545454,5,0,0,12,0.35714285714285715,0.5270462766947299,3,3,0.0,0.05,2,0,6,4
107,11,48,49,3.9,3.5454545454545454,4,0,0,10,0.2857142857142857,0.4472135954999579,4,3,0.0,0.05,1,0,5,4
108,7,35,30,3.5,3.4285714285714284,3,0,0,8,0.875,0.9354143466934851,2,1,-0.6,0.0,0,1,4,4
109,8,38,40,3.875,4.125,2,0,0,8,0.5555555555555556,0.7142857142857141,2,2,0.05,0.0,1,1,4,3
110,8,30,42,3.4285714285714284,4.375,3,0,0,7,0.16666666666666666,0.28571428571428564,1,3,0.0,0.0,1,0,4,3
111,8,40,35,4.125,3.5,3,0,0,8,0.25,0.40089186286863654,2,2,0.0,-0.6,1,0,3,4
112,9,34,41,3.375,3.6666666666666665,3,0,0,8,0.7777777777777778,0.8819171036881966,3,3,0.0,0.0,1,1,5,6
113,7,34,39,3.375,4.714285714285714,3,0,0,8,0.07692307692307693,0.14285714285714282,3,3,0.0,0.0,1,0,5,2
114,7,34,33,3.375,3.857142857142857,3,0,0,8,0.4444444444444444,0.6172133998483676,3,3,0.0,0.0,1,1,5,4
115,12,41,60,3.6666666666666665,4.083333333333333,4,0,0,9,0.26666666666666666,0.4216370213557839,3,4,0.0,0.0,1,1,6,6
116,10,61,59,5.2,5.0,5,0,0,10,0.5833333333333334,0.7378647873726218,1,1,-0.07777777777777779,-0.07777777777777779,1,2,5,4
117,7,41,35,4.25,4.142857142857143,3,0,0,8,0.875,0.9354143466934851,2,2,0.1,0.0,1,1,5,5
118,10,33,61,3.857142857142857,5.2,3,0,0,7,0.0625,0.11952286093343936,2,1,0.0,-0.07777777777777779,1,1,4,5
119,13,56,59,3.3846153846153846,3.5384615384615383,5,0,0,13,0.7692307692307693,0.8703882797784891,4,4,0.0,0.0,1,1,6,7
120,13,56,57,3.3846153846153846,3.3846153846153846,5,0,0,13,1.0,1.0000000000000002,4,4,0.0,0.0,1,1,6,6
121,7,42,34,4.375,4.0,2,0,0,8,0.6666666666666666,0.801783725737273,3,3,0.1,0.0,0,0,3,3
122,7,56,34,3.3846153846153846,4.0,5,0,0,13,0.2857142857142857,0.4558423058385518,4,3,0.0,0.0,1,0,6,3
123,8,57,42,3.3846153846153846,4.375,5,0,0,13,0.26666666666666666,0.42640143271122083,4,3,0.0,0.1,1,0,6,3
124,8,56,42,3.3846153846153846,4.375,5,0,0,13,0.26666666666666666,0.42640143271122083,4,3,0.0,0.1,1,0,6,3
125,8,35,35,3.5,3.5,3,0,0,8,0.6,0.7499999999999999,1,2,0.1,0.1,0,0,5,5
126,9,35,39,3.5,3.4444444444444446,3,0,0,8,0.7,0.8249579113843054,2,1,0.1,0.1,0,0,5,6
127,19,83,95,3.9411764705882355,4.052631578947368,8,0,0,17,0.631578947368421,0.7745966692414832,2,4,0.0,0.0,2,3,9,10
128,17,88,83,4.235294117647059,3.9411764705882355,7,0,0,17,0.875,0.9333333333333331,4,2,0.1,0.0,2,2,9,9
129,14,68,64,3.6,3.642857142857143,7,0,0,15,0.7692307692307693,0.8703882797784891,4,4,0.21428571428571427,0.0,2,2,8,8
130,8,68,33,3.6,3.25,7,0,0,15,0.17647058823529413,0.30618621784789724,4,2,0.21428571428571427,0.0,2,1,8,4
131,8,64,35,3.642857142857143,3.5,7,0,0,14,0.2,0.3418817293789138,4,3,0.0,0.0,2,1,8,3
132,8,31,33,3.0,3.25,4,0,0,8,0.5,0.6681531047810608,2,2,0.0,0.1,0,0,6,5
133,8,31,34,3.0,3.375,4,0,0,8,0.75,0.8571428571428569,2,2,0.0,0.0,0,0,6,6
134,7,53,36,3.5,4.285714285714286,5,0,0,12,0.38461538461538464,0.5698028822981898,2,0,0.0,0.0,1,1,7,4
135,7,31,36,3.0,4.285714285714286,4,0,0,8,0.2727272727272727,0.4285714285714285,2,0,0.0,0.0,0,1,6,4
136,8,53,34,3.5,3.375,5,0,0,12,0.125,0.2279211529192759,2,2,0.0,0.0,1,0,7,6
137,8,53,31,3.5,3.0,5,0,0,12,0.2,0.3418817293789138,2,2,0.0,0.0,1,0,7,6
138,11,51,45,3.727272727272727,3.1818181818181817,5,0,0,11,0.8,0.8888888888888891,3,3,-0.16666666666666666,-0.16666666666666666,0,0,6,6
139,11,52,45,3.4166666666666665,3.1818181818181817,6,0,0,12,0.8181818181818182,0.9045340337332909,3,3,-0.16666666666666666,-0.16666666666666666,0,0,7,6
140,11,45,45,3.1818181818181817,3.1818181818181817,5,0,0,11,0.5833333333333334,0.7378647873726218,3,3,-0.16666666666666666,-0.16666666666666666,0,0,6,6
141,11,53,49,3.5,3.5454545454545454,5,0,0,12,0.9090909090909091,0.9534625892455926,2,2,-0.08333333333333333,-0.08333333333333333,1,1,6,5
142,12,45,53,3.1818181818181817,3.5,5,0,0,11,0.25,0.40201512610368484,3,2,-0.16666666666666666,-0.08333333333333333,0,1,6,6
143,11,51,49,3.727272727272727,3.5454545454545454,5,0,0,11,0.26666666666666666,0.4216370213557839,3,2,-0.16666666666666666,-0.08333333333333333,0,1,6,5
144,15,60,68,3.6923076923076925,3.6,6,0,0,13,0.7142857142857143,0.836242010007091,3,4,0.0,0.0,2,2,9,9
145,11,55,59,4.090909090909091,4.454545454545454,5,0,0,11,0.6923076923076923,0.8181818181818183,2,1,0.0,0.0,2,3,6,6
146,11,68,59,3.6,4.454545454545454,7,0,0,15,0.2,0.3344968040028363,4,1,0.0,0.0,2,3,9,6
147,13,59,61,4.454545454545454,3.769230769230769,5,0,0,11,0.2222222222222222,0.36363636363636365,1,3,0.0,0.0,3,2,6,8
148,11,60,59,3.6923076923076925,4.454545454545454,6,0,0,13,0.2222222222222222,0.36363636363636365,3,1,0.0,0.0,2,3,9,6
149,9,46,40,3.7,3.5555555555555554,3,0,0,10,0.8888888888888888,0.9428090415820634,2,3,-0.3,0.0,0,1,4,4
150,9,44,40,3.5,3.5555555555555554,4,0,0,10,0.8888888888888888,0.9428090415820634,3,3,0.0,0.0,1,1,5,4
151,9,57,40,3.8333333333333335,3.5555555555555554,5,0,0,12,0.46153846153846156,0.6396021490668312,5,3,0.0,0.0,1,1,6,4
152,11,40,49,3.5555555555555554,3.5454545454545454,3,0,0,9,0.38461538461538464,0.5590169943749475,3,4,0.0,0.0,1,1,4,6
153,10,40,47,3.5555555555555554,3.8,3,0,0,9,0.5454545454545454,0.7071067811865475,3,4,0.0,0.0,1,1,4,5
154,12,48,55,3.4545454545454546,3.6666666666666665,5,0,0,11,0.8333333333333334,0.9128709291752769,3,3,0.0,0.0,2,2,7,8
155,12,62,51,3.8461538461538463,3.3333333333333335,6,0,0,13,0.5384615384615384,0.7035264706814485,2,4,0.0,0.0,2,1,7,7
156,15,62,69,3.8461538461538463,3.6666666666666665,6,0,0,13,0.7692307692307693,0.8703882797784891,2,3,0.0,0.0,2,2,7,9
157,13,51,62,3.727272727272727,3.8461538461538463,5,0,0,11,0.7272727272727273,0.8528028654224417,2,2,0.0,0.0,1,2,6,7
158,15,48,69,3.4545454545454546,3.6666666666666665,5,0,0,11,0.29411764705882354,0.4564354645876385,3,3,0.0,0.0,2,2,7,9
159,11,51,48,3.727272727272727,3.4545454545454546,5,0,0,11,0.2,0.33541019662496846,2,3,0.0,0.0,1,2,6,7
160,13,48,62,3.4545454545454546,3.8461538461538463,5,0,0,11,0.3125,0.4767312946227962,3,2,0.0,0.0,2,2,6,7
161,12,62,55,3.8461538461538463,3.6666666666666665,6,0,0,13,0.2777777777777778,0.4351941398892446,2,3,0.0,0.0,2,2,7,8
162,11,62,48,3.8461538461538463,3.4545454545454546,6,0,0,13,0.3125,0.4767312946227962,2,3,0.0,0.0,2,2,7,7
163,13,55,62,4.090909090909091,3.8461538461538463,4,0,0,11,0.5333333333333333,0.6963106238227913,4,2,0.0,-0.12222222222222223,1,1,5,6
164,11,63,55,3.923076923076923,4.090909090909091,5,0,0,13,0.7692307692307693,0.8703882797784891,4,4,-0.1,0.0,1,1,6,5
165,20,84,108,4.666666666666667,4.45,4,0,0,15,0.7777777777777778,0.8819171036881969,4,4,0.05,0.05,2,4,6,10
166,20,114,108,4.476190476190476,4.45,9,0,0,21,0.8095238095238095,0.8959786703810411,4,4,0.05,0.05,4,4,11,10
167,20,67,108,4.230769230769231,4.45,4,0,0,13,0.55,0.7190924955066749,4,4,0.1,0.05,2,4,6,10
168,10,50,42,3.25,3.3,5,0,0,12,0.6363636363636364,0.7777777777777779,3,3,0.1,0.1,2,1,7,5
169,14,108,61,4.45,3.4285714285714284,8,0,0,20,0.20833333333333334,0.3553345272593508,4,4,0.05,0.1,4,2,10,7
170,20,42,108,3.3,4.45,4,0,0,10,0.17391304347826086,0.3142696805273545,3,4,0.1,0.05,1,4,5,10
171,15,50,84,3.25,4.666666666666667,5,0,0,12,0.2777777777777778,0.44543540318737396,3,4,0.1,0.05,2,2,7,6
172,9,42,46,3.7777777777777777,4.222222222222222,4,0,0,9,0.6363636363636364,0.7777777777777779,3,3,0.0,0.0,1,1,5,4
173,3,23,18,5.0,5.333333333333333,1,0,0,4,0.75,0.8660254037844388,0,0,0.0,0.0,1,1,2,2
174,9,23,42,5.0,3.7777777777777777,1,0,0,4,0.08333333333333333,0.16666666666666666,0,3,0.0,0.0,1,1,2,5
175,4,46,23,4.222222222222222,5.0,4,0,0,9,0.08333333333333333,0.16666666666666666,3,0,0.0,0.0,1,1,4,2
176,14,54,61,3.230769230769231,3.4285714285714284,6,0,0,13,0.5333333333333333,0.6963106238227913,2,4,0.0,0.0,2,1,8,7
177,12,50,49,3.25,3.1666666666666665,6,0,0,12,0.8461538461538461,0.916666666666667,2,3,0.0,0.0,0,1,7,7
178,6,52,33,4.888888888888889,4.666666666666667,2,0,0,9,0.75,0.8660254037844387,1,0,0.0,0.0,2,2,3,2
179,6,37,33,4.428571428571429,4.666666666666667,2,0,0,7,0.8571428571428571,0.9258200997725515,0,0,0.0,0.0,2,2,3,2
180,14,33,74,4.666666666666667,4.357142857142857,1,0,0,6,0.35714285714285715,0.5661385170722979,0,2,0.0,0.1,2,3,2,6
181,6,65,33,4.5,4.666666666666667,4,0,0,12,0.2,0.35355339059327384,4,0,0.1,0.0,2,2,5,2
182,8,34,39,4.0,4.0,2,0,0,7,0.6666666666666666,0.801783725737273,2,1,0.0,0.0,1,1,3,4
183,7,54,33,3.5833333333333335,3.857142857142857,6,0,0,12,0.5,0.6804138174397717,4,2,0.0,0.0,1,1,7,4
184,12,54,50,3.5833333333333335,3.25,6,0,0,12,0.8,0.8888888888888891,4,4,0.0,0.0,1,1,7,7
185,12,39,50,4.0,3.25,3,0,0,8,0.21428571428571427,0.35355339059327373,1,4,0.0,0.0,1,1,4,7
186,12,44,54,3.5,3.5833333333333335,5,0,0,10,0.2857142857142857,0.4444444444444444,2,4,0.0,0.0,1,1,6,7
187,12,34,54,4.0,3.5833333333333335,2,0,0,7,0.14285714285714285,0.2519763153394848,2,4,0.0,0.0,1,1,3,7
188,8,54,39,3.5833333333333335,4.0,6,0,0,12,0.21428571428571427,0.35355339059327373,4,1,0.0,0.0,1,1,7,4
189,7,24,32,4.0,3.7142857142857144,1,0,0,5,0.5,0.6761234037828132,2,2,0.0,0.0,1,1,2,3
190,8,35,34,3.5,3.375,3,0,0,8,0.75,0.8571428571428569,2,2,0.0,0.0,1,2,4,4
191,7,18,32,3.75,3.7142857142857144,1,0,0,4,0.2222222222222222,0.3779644730092272,1,2,0.0,0.0,1,1,2,3
192,5,35,24,3.5,4.0,3,0,0,8,0.3333333333333333,0.50709255283711,2,2,0.0,0.0,1,1,4,2
193,8,38,35,3.875,3.5,3,0,0,8,0.36363636363636365,0.5345224838248487,2,2,0.0,0.0,1,1,3,4
194,13,58,62,3.9166666666666665,3.8461538461538463,5,0,0,12,0.9230769230769231,0.960768922830523,3,3,0.05,0.05,1,1,6,7
195,6,58,32,3.9166666666666665,4.5,5,0,0,12,0.38461538461538464,0.5892556509887897,3,1,0.05,0.0,1,1,6,3
196,8,58,42,3.9166666666666665,4.375,5,0,0,12,0.25,0.408248290463863,3,1,0.05,0.21428571428571427,1,1,6,4
197,9,39,37,3.4444444444444446,3.2222222222222223,3,0,0,9,0.36363636363636365,0.5345224838248487,2,3,-0.16666666666666666,0.0,2,1,4,5
198,10,45,46,4.111111111111111,3.7,3,0,0,9,0.7777777777777778,0.8749999999999999,4,3,-0.2,-0.2,0,1,4,5
199,10,56,46,3.75,3.7,5,0,0,12,0.25,0.408248290463863,3,3,-0.18333333333333335,-0.2,2,1,6,5
200,7,29,31,3.2857142857142856,3.5714285714285716,2,0,0,7,0.7142857142857143,0.8333333333333336,3,3,0.0,0.0,1,1,3,3
201,16,70,78,4.461538461538462,3.9375,4,0,0,13,0.5294117647058824,0.7006490497453707,3,5,0.0,-0.125,3,2,5,7
202,13,67,70,4.230769230769231,4.461538461538462,5,0,0,13,0.6428571428571429,0.7833494518006402,3,3,0.0,0.0,2,3,6,5
203,7,78,31,3.9375,3.5714285714285716,7,0,0,16,0.23529411764705882,0.4216370213557839,5,3,-0.125,0.0,2,1,7,3
204,9,41,42,4.25,3.7777777777777777,3,0,0,8,0.7,0.8249579113843054,1,0,0.0,-0.125,1,1,5,5
